replies.id	replies.user	replies.commentText
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uU_pa3iusF	fansNYA MOMON	@Den's aryo aceh dan sumbar juga telak menang nya 02, rata2 pulau sumatera 02, ayooo, mau apa lu cebong, imigrasi aja kalian para cebong ke kutub utara lagi, enak sana air nya dingin, bagus buat cebong berkembang biak
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uUer-evEtl	Prisdian Kusuma	@fansNYA MOMONmaaf nih pak,  bapaknya ini pasti gak pernah nonton berita. KPU sudah 65% loh perhiungan nya, dan bisa dilihat hasilnya bagaimana
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uUg-WwHQcY	Lukcy 3475	@Mahmud Erlian ya dari dulu emang begitu metode nya
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uUjcbT_EDK	Orcaizy	@jeff l melarat gimana pak? Kalo dr anda sendiri berkarya ya ga melarat pak. Kalo cuma minum kopi sambil tiduran+ngutang ya berawal dr keluarga anda sendiri melaratnyaðŸ˜
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uUn9DFMZGj	Adimas Pangestu	@Orcaizy masukðŸ‘ðŸ˜ƒbetul itu kaya tidaknya sukses tidaknya kita,bukan dari presiden tapi dari diri kita sendiri
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uUnIDlKxbx	Adimas Pangestu	@fansNYA MOMON iya kang selamat sumbar presidennya baruðŸ‘tapi maap indonesia belum ganti presiden
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uUpHP4DBDG	suka suka	@fansNYA MOMON tapi nyatanya masih kalah
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uV1o0lssR1	Den's aryo	@fansNYA MOMON ..ha ha brp sih sumatra..jiwa pemilihnya..wlo smua milih prabowo digabung.ntt digabung sm ntb yg menang prabowo jg msih klh no2...bali musuh aceh ..brp klo hitunh2n ko lh msih kalh telak mikir dptnyaðŸ˜ðŸ˜†
UgxegC7asMRKVz4L1h94AaABAg.8uSPRNATOcl8uVEJRpRmls	Adimas Pangestu	@Den's aryo kalem om kasih napas dulu aja biar senengðŸ˜ƒ
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uTHOagoYUu	rinda crissan	iya bener bgt
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uTOU24cJhh	Fenti Nasir	Gak
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uTY7veSEun	aprilio adjie	Iya mirip sama dakinya
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uT_EoycYBo	Dandi yusuf	@aprilio adjie wkwkwk
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uTkflxH7-_	rozied mr	Kaya malih mah iya
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uTrTmemTx1	Dwiky Pahlevy	Komen tervangsatt ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uU0wusV3dx	Jhon Henry Gultom	Ia mirip banget. Iwan Fals capek pulang dari sawah
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uUms6MySvr	War Diaz	Lebih mirip Liam Gallagher rambutnya
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uUr-z1LoQ1	poker face	@Fenti Nasir KOK BISA GA?
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uUr3unlzLF	poker face	@Jhon Henry Gultom AWWKWWKWKWWOWKWWK
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uVgO0UBDK-	Dandi yusuf	@rozied mr malih cloningan. Haha
UgwSU0dOpGWnBxoC-cx4AaABAg.8uSMEXEM-w88uVgVBMRhZn	Dandi yusuf	@Dwiky Pahlevy Bongkar bongkar
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgwhQJxn-KL03g7golV4AaABAg.8uSI-GSKRA-8uUWgnon_bS	Hannan Dafizs	nauzubillah min dzalik dpt pemimpin  gtu mas,sya tgl d bengkulu ,,mending sya plg kejawa lg kya gtu:ðŸ˜
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
Ugx6_dMrfD8FNGCVJW54AaABAg.8uSF-FhQxB58uSM3WB2_xP	Sera Ranasisca	And then Risma & Ganjar appear ðŸ™ƒ
		
		
		
Ugz3nBTj9EEnKY4KTkV4AaABAg.8uSDabBwDMI8uU572M12AT	IRFAN ARIJAL Official	Siap bg
Ugz3nBTj9EEnKY4KTkV4AaABAg.8uSDabBwDMI8uUMf0SvcMY	Fitroh haromain	Betul yang bener pasti akan di kebenaran dan menang,
Ugz3nBTj9EEnKY4KTkV4AaABAg.8uSDabBwDMI8uUhCyrov6k	sukmonoadi94 saw	yang menuduh curang pihak 02, berarti dia tidak percaya kebenaran. astaga
		
		
		
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uTfwGVOGpF	tomi erianto	wkwk
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uTt4yq5aIS	Satria Gentala	Saingan ovj
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uTv4C8VGs8	dennis A.R	Cmn jd bahan buat bang adian wkwkwkwk
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uUHceg5OWz	Nad Nanad	Biar ga tegang banget haha
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uUO0XnVJpr	Riki Kurniawan	Semoga ngga diajak shooting pesbukers :'
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uUQiJNeL32	Septya Rani	Bhahahaha Lu orang.. Eh orang w pikir ???? Ngaca klo ngomong mas
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uURpuCxdBo	Asyah Holla	Indra Setiawan sumpah aku   Pikir cuma aku Aja yang merasa dia kayak narji ðŸ˜‚ðŸ˜‚
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uUZPfKpyXl	Siti Zubaidah	Kalo dipecat lamar aja jadi pelawak .. duit halal barokah dpt pahala menghibur orang ðŸ˜
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uUhbbW0ebP	Ryan Alfaridzi	Wkwkwk
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uUnES95jJl	Indra Setiawan	Siti Zubaidah haha iyaa bener juga
Ugyz7uyzd4laB_XxHxV4AaABAg.8uSDPj_H8_s8uUnIaAY5At	Indra Setiawan	Septya Rani haha cie baper... Sujud sukur yu kalo udah ngaca
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgwNNBXnfvzxvaN5trN4AaABAg.8uSBz7xOVEb8uT8XJDpDtl	Alif Purwoko	Damai dongg.. kan mereka yg biang kerusuhan wkakak.. contoh Jakarta tuh
UgwNNBXnfvzxvaN5trN4AaABAg.8uSBz7xOVEb8uTq1NY2VDx	Iir Irwan	Rusuh juga, klo ada dia pokoknya rusuh.
UgwNNBXnfvzxvaN5trN4AaABAg.8uSBz7xOVEb8uUbEc6hK8w	Siti Zubaidah	@Iir Irwan gausah diajak lagi ðŸ˜‚
		
		
		
		
		
		
		
		
		
		
		
		
		
UgwK5Y52JeqaEgiYV7R4AaABAg.8uS9AZVXGSA8uTY2abPHcK	Tisna Zivic	Jawaban 02 yg ngelatur bosku..sudah tugas nya moderator meluruskan alur debat ke inti pembahasan
		
		
		
		
		
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uSz2beGYOy	eva yolanda	Situ sendiri yg lutuuuung... Haha
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uT79KvAznK	Muhammad Ramadan	Lutung CEBONG
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTIUPUy-UW	Raihan putra	Heee  02 bingung pegang tiang aja
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTMQYOWFYe	Lewis Jessie	biasa 02 curang teriak curang.. menang d bengkulu aja bangga.. d Bali dan d Boyolali 01 menang bro.. d hongkong 85% Jokowi.. 02 selalu mengigau.. ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTMSW5IJ_z	Yanto Castelo	@Raihan putra Kampret bingung nyalahin siapa lg ntar...
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTMYP5AOz9	Yanto Castelo	@Lewis Jessie asssiaapppp pleciden
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTMySmZrT1	Menma Addicted	"Kecurangan sdh ditemukan 57rb+ oleh ahli IT univ Airlangga dan relawan 02 di situng KPU dan 13rb+ ditemui BPN dan relawan 02 di lapangan. 
Btw Relawan 01 ada gk sih? Apa relawannya cmn yg tukang bully dikomen youtube doang ya ? Wktu dilapangan nyungsep ke got."
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTSmfHTnyh	Nur Hasanah	01 mah gak curang ya gak menang.. fakta..!!!
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTXGuICHaZ	Muli Gayatri	Yanto Castelo kubu kmprieet sih sering maling teriak maling, curang teriak curang qta sudah kagak kaget
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTZhtsyz01	Ilham Tirtana	"Di sini jurang di sana jurang.  (CAKEP) 
pingin 2 peridode  01 di coblosi duluan sebelum coblosan.
Siapa yg curang? Rakyat indonesia  sudah tahu siapa yg curang? Dan siapa yg curang akan MASUK JURANG."
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTfDIcoIOZ	Usfah Nurhidayah	Mantap ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTjCzaiw0J	Reza Putra	@menma ada bukti videionya gx
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTjqRcyl3E	Swikidaw w eni	@Raihan putra apa hubungannya coek
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTjvsQe9K-	cah jaranan	@Ilham Tirtananoob gak da otak kau cuk
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTkPhoV9kI	rozied mr	Mana ada lu yg curang ngakuin curang
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTnuohJCWu	Afiddin Muhammad	ðŸ¤£ðŸ¤£
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTq2xLReFm	si kefo	Di sini curang di sana curang
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTssRlSNLi	LathÄ±fu Az	Mampir ya disini https://youtu.be/sjvsS7rjBvw
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTth-3rnUU	Gie Saputra	Ea ea pada nge gas haha
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTuG-4UbwG	Kesukaan Putri	Lah ngomongin diri sndiri
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTvIdr19IZ	Oppai Lie	@Lewis Jessiecebong dungu
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTvUABZEcW	Anita Kwok	Hahahaha u make my day bang.. ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTxalXDJoZ	Taqimplueng Taqimplung	@Menma Addicted wkwkkw..buktiin sampek dpt 5 juta brow..baru bisa gugat ke mk..
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uTz94FT7M2	Amar Khan	ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uU0B3gTRi2	Rohhim Kiyosi	Gk ada curang. Setiap tps ada saksi 01 dan 02.  Setiap klurahan. Kecamatan.kabupaten.  propinsi.  Ada saksi 01 dan 02.   Bilang cirang karna kalah.  Gak terima kekalahan.  Kalau ada 1 . 2 . 3. Kesalahan wajar. Manusia tk ada yg sempurna.
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUAL6NPg8Y	Agi Prasetio	@Menma Addicted yasudah kalau memang sudah bnyk bukti laporkan dong.  jangan teriak curang curang . kalau memang ada bukti jangan buat kegaduhan
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUANw4cnIJ	Agi Prasetio	@Nur Hasanah ada bukti curang lapor kan .
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUFibDPxmc	weinara wannabes	@Nur Hasanah kurang kurang Mulu ente Bu..  ehh curang curang Mulu...masih sakit hati ya ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUGc1auaSX	Azwan Wan	"Disitu Curang, Disitu Jgk Curang. 
Dimna2 Curang, Bukti Curang Bagaikan Sebesar Jurang. Ya.... Siapa Yg Punya Otoritas Berwenang, Maka Dialah Yg Wajib Bertanggungjwp dn Berbuat Curang. (Well Said)"
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUGpTUz3hi	Azwan Wan	@Yanto Castelo Tahniah, Syabas Sekali Diucapkan. Komen mu itu telah menampar pihak mu 01 itu sendiri. Terima Kasih dri pihak 02, ya. Kerna kmu telah melakukan dn memudahkan kerja kmi. ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUOV-unDZp	hari yanto	@Menma Addicted yg namanya pendukung 02 udh biasa kena hoax kyk u
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUSPv-9Y-9	Muzakir Dedy	CakeppppðŸ‘ðŸ½ðŸ‘ðŸ½ðŸ‘ðŸ½ðŸ¤£ðŸ¤£ðŸ¤£
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUTrecCPpc	Rangga Prawisnu	hus hus yg menang mau lewat, yg kalah minggir o kono
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUUat0ggmN	Arraz	Ea,, eeeeeee aaaaaa,,, cakep
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUVgUIBn-Y	Arvian Mandella	Wkwkwkwk ðŸ˜‚
UgwapTfD7rtbe95lQFN4AaABAg.8uS8SziSsIo8uUpLzxxozY	Lewis Jessie	@Oppai Lie ciap pleciden ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
		
		
Ugzp5X92pt7qoX6MTu14AaABAg.8uS8NjsOc3Z8uSv_kdjdMx	fiN Alfinnn	wkwkwk bang ko jarang upload
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxJuJ--kGW4OCBYOoB4AaABAg.8uS4yj0C6eQ8uS6dizJ3I8	Gilang Firdaus	Siap-siap pindah ibu kota
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgzOORRuPM3DJeygYLl4AaABAg.8uS2-uFlUx58uTqXt6hDCL	ahmad alan	Aq suka gasak gasakan tp gasaknya ga memyakitkan mash pake ahlaq ..yg lain bs ikuti nih..mengunggulkan jago tanpa menjatuhkan
UgzOORRuPM3DJeygYLl4AaABAg.8uS2-uFlUx58uTtoUhPsz_	Satria Gentala	Tjaakeeepppp
		
		
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uS8H29eQ7y	Nyamuk Haus	"Mahmud MD : ""KPU selalu salah diamata yang Kalahari""."
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uSsJIDtkuU	Rizki Agung	Inilah yang terjadi apabila haji bolot vs ikang fawzi
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uT471PqOcC	Vall Ey	"Itu klo mbak najwa tanya soal ""kok yg ini percaya pdhl katanya gk percaya hasil kpu?"" kira2 ngelesnya si narji kw gimana ya?"
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uT8w1DbO1m	Putri Maharani	"Bisa ga sih wowo bikin negara sendiri, pemilu sendiri, lembaga sendiri. Suka"" dah tuh mau ngapain aja. Oiya sekalian bawa fanatiknya pak wowo pindah jga ya"
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uTGPuRbkuU	hai you	Kpu : pundung di pojokan
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uTQ0lFImbz	Fara therÃ¥	Ngakak
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uTa_U6sMKr	satria husein	ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uTedMotIjO	alamsyah nasution	Vosss
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uTjQGAxVX0	Bank Buan	Yg jelas sudah sama sama kita lihat 1+2+3=123  dan kita harus bantah.
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uTmZ2aLA8_	Bukan Tikus Berdasi	Kubu prabowo juga percaya penghitungan cepat di pilgub DKI
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uU7YxUcFmE	ADK Jakarta	@Uchiha Yuui, ko si arief masuk TV bukan acara lawak ya,  komen2 nya mirip pelawak, menang di Bengkulu ya gpp, kan pilpres bukan bengkulu doang, kan menang di bengkulu ga bisa disamakan dong ditempat lain berarti menang juga, trus kalau diancam ya lapor dong dasar hobby nya hoax hoax hoax
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uU8wy-FWZc	Paundra Bagaskara	@Putri Maharani bisa bgt ko
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uUBCQaKwgF	Zahra Ines Nugrahati	Guoblok emang
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uUBGp2Nogr	Ivan Sihombing	Kubu sana kan dari dulu gitu. Standar ganda, cuma mau percaya sama yg menguntungkan mereka. Kalo kalah merasa dizolimi, dan sebagainya. Kok ada yah manusia2 model begitu hahaha. Kayak anak TK.
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uUBU0nMo1o	Paundra Bagaskara	"@Zahra Ines Nugrahati ""Disini gunung, disana gunung"" ""CAKEEEWWPPPP!!!!"" -02"
UgxnUdG6Tk2EJuuDvqp4AaABAg.8uS1rZinOv48uUFzkgFb2L	Bae Sfa	@Vall Ey nazwa nya gak mau mojokin salah satu pihak. Ntar malah disangka pro ke pihak saty
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxCms5Z1uy8ooOhaK14AaABAg.8uRtCC7ZCOM8uSJf1xRmxr	Meri K	Intan Purba bang adian serem bgt kata saya mah
		
		
Ugwlr7Vb11kq2SWIErx4AaABAg.8uRswC8OJ6N8uTG1IDFg5l	DeadMemes 16	Karena otak udang
Ugwlr7Vb11kq2SWIErx4AaABAg.8uRswC8OJ6N8uTMju1Yy2Z	Lewis Jessie	maklum 3x ngak menang menang makanya ngak percaya ðŸ˜‚ðŸ˜‚
Ugwlr7Vb11kq2SWIErx4AaABAg.8uRswC8OJ6N8uTNkbzBEyl	kiyutkimba	Pada ngeflai semua haha
Ugwlr7Vb11kq2SWIErx4AaABAg.8uRswC8OJ6N8uTgHAyt8mZ	tomi erianto	adian vs arif ini komedi, jngn dibawa serius ðŸ˜‚ðŸ˜‚
Ugwlr7Vb11kq2SWIErx4AaABAg.8uRswC8OJ6N8uTukQ0Q6qO	Nops Visa	Keras semua mbak. Memutar balikan Fakta
Ugwlr7Vb11kq2SWIErx4AaABAg.8uRswC8OJ6N8uU2DQpqwsV	Kuga Pemburu	Yaya sekeras batu akik
		
		
		
		
		
UgwRPii0L9LCpzytsgx4AaABAg.8uRsDsBZ8J98uSkiUXmXjP	Nasytha Permata	saya orang bengkulu tps saya menang jokowi,menang prabowo gak jauh2 amat tipis ,skitar 2% aja,penduduk bengkulu pun gak ramai
UgwRPii0L9LCpzytsgx4AaABAg.8uRsDsBZ8J98uTCnSP2dNc	Syauqi Izza	Selamatnya cuma buat bengkulu aja wkwk
UgwRPii0L9LCpzytsgx4AaABAg.8uRsDsBZ8J98uTQsApfbee	Yosi Narti	Bengkulu yg milih sekitar 1,3 jt.... Beda tipis pula...ðŸ¤£ðŸ¤£ðŸ¤£
UgwRPii0L9LCpzytsgx4AaABAg.8uRsDsBZ8J98uTYtqlkAKF	Vidaa Vidoth	Bengkulu penduduk nya padahal 1juta doang wkwk
UgwRPii0L9LCpzytsgx4AaABAg.8uRsDsBZ8J98uTeHTZX-Gl	harry setiawan	Walaupun cuma 1 jt Bengkulu tetap Indonesia haha
UgwRPii0L9LCpzytsgx4AaABAg.8uRsDsBZ8J98uTvP9IdBjK	Oppai Lie	cebong kakian liat saja nanti kpu akan memenang kan 02
UgwRPii0L9LCpzytsgx4AaABAg.8uRsDsBZ8J98uU1GHMGoS2	djan Arlla	JAWA ADALAH KUNCI...
		
		
		
		
		
		
UgxnYeSIG5LlL_F0w5d4AaABAg.8uRq9KDXzMV8uTxAwV4VR0	Sansan Susan	Tjakepp
UgxnYeSIG5LlL_F0w5d4AaABAg.8uRq9KDXzMV8uU0eAvjRqz	someone jerk	Tcakep
UgxnYeSIG5LlL_F0w5d4AaABAg.8uRq9KDXzMV8uU60mKva2p	mr x	Eeeaaaaaa
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxXkxmgtSRVINITcgJ4AaABAg.8uRnS5p9SVI8uTgd9kM6EL	tomi erianto	"curang !!! ""klo kalah"" ðŸ˜‚ðŸ˜‚"
UgxXkxmgtSRVINITcgJ4AaABAg.8uRnS5p9SVI8uTmf8Lv6VW	Lemots YT	Klo kalah semua pasti curang! Orang yg pengen menang aja ya gitu..
UgxXkxmgtSRVINITcgJ4AaABAg.8uRnS5p9SVI8uU41CdYOyJ	Nosan Taraaa	Curang kok triyak curang
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgwltM6HX0pblUtwK514AaABAg.8uRhngV8Lpf8uRjgViXHKD	iBooks	Berkat kampret yang lagi nyari ruang bacot--korban klikbait wokwok
		
		
		
		
		
Ugw586imy80j_lOB72V4AaABAg.8uRhU9uaJ1i8uT5BTafWhl	jhony bledheg	"ha,,ha,,,ha...ha...    betul..betul...betul..


_#2019CiiiiiiaaaaappPleciden"
		
		
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uSXl597PEK	True Worshiper	Bnyk pendukung Prabowo yg banting TV wkk Dendi Kurniawan 24
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uSzRgl68zM	Rio Setiawan	Betul
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uTMcKZIP44	Lewis Jessie	betul rakyat mana yg dukung 02.. hanya 30% saja ðŸ˜‚ðŸ˜‚ðŸ˜‚
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uTaiBtFa6-	satria husein	ðŸ–’ðŸ–’ðŸ–’
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uTg33t6Qv0	Syarifah Choyrina	gw juga rakyat yg dukubg prabowo
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uTiIGJzJI_	Muhammad Baihaqi	gw juga prabowo
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uTmLieaMka	Dendi Kurniawan 24	@Syarifah Choyrina lo sadar ga sih dia pake kata2 rakyat buat manas2in pendukungnya biar rusuh lo nonton video prabowo makanya yang di era 98 dia emang sering bikin skenario kaya gini.. makanya dia di pecat dari tni gara2 bikin onar mulu
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uTqbjCL86N	Artha Tata	Jaman sekarang rakyat semakin pintar n tidak mudah dibodohi oleh opini2 yg menyesatkan, kalau memang kalah seharusnya lapang dada bukannya buka dada (menyombongkan diri), rakyat indonesia kan besar bukan hanya berpihak di no 2
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uTtX6WmTK_	Satria Gentala	Maklom cendana masuk nya di 02.. you know, i know lah ya gessss...
UgyHtJwhaO89OIE981Z4AaABAg.8uRhEdXv1e-8uWJhZm7t3o	Ayi Suhaya	up
		
		
		
		
		
		
		
		
		
		
		
		
UgxPPLC82EeRRIkPWbp4AaABAg.8uRg5UCSvtk8uTVKqYwHDx	rio tigo	situs permainan aman dan terpercaya, bola, live-casino, games slot, kepoin WA:+85592225731
		
		
		
		
		
		
		
		
Ugx1vw6Uydl-JxkuPjx4AaABAg.8uRfZnA92yJ8uTRkDM-E_m	Agnes Theresia	Setuju!!!ðŸ‘
Ugx1vw6Uydl-JxkuPjx4AaABAg.8uRfZnA92yJ8uTnr8JeYYy	Rayhana Blitar	Yees, mantul
		
		
		
		
		
		
		
		
		
		
		
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTFluNUg13	DeadMemes 16	Karena rakyat bingung kali, nanti ibu negaranya siapa
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTNIPED8NB	SUSI LAWATI	Cakeeuuppp
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTOGd4Sxpi	dedi rustandi	Hahahaha
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTWAP4hb3I	wahyu purbaningsih	ðŸ¤£ðŸ¤£ðŸ¤£
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTWP9xZrQm	SugaAnpanman	Biru OVJ nih pak Prabowo
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTY7KPz_y6	IS lah	ðŸ˜…ðŸ˜‚ðŸ˜‚
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTa8Pr3l1O	Major 'D ARC	Wkwk ngakak
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTbZ362EwW	Lala Anggrainy	Wkwkwkw edan ðŸ˜…
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTeLKhRmw9	Komang Ariana	Cakep
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTeiGYEB6Y	Apip Squarepant's	Awokawokawok
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTgnlT3nyY	iqbal 182	Ini baru cocok
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTieaEFNr-	alooy alooy	ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTjjbjDeIn	Siti Rokhimah	"Harusnya 2019 lah kok jokowi lagi. 
Heee... Cakep"
Ugzin_2j-2EtPcSbE3B4AaABAg.8uReUXBOMak8uTju-tYoMX	Arizona Firsto	Wokwokwok
