replies.id	replies.user	replies.commentText
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uRTcqI1huC	Winduu Baskara	"Efek kekalahan kan selalu begitu, mau dia marah kek, mau nuduh curang kek, mau bilang berat sebelah kek.. Itu semua gak akan merubah hasil
                              ""adian napitupulu"""
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uRZjUl5qeQ	C-XXV	@Sri Mlyn Mbak Sri, Prabowo itu TUHAN mu kah?
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uR_nHgbErl	andre miraz	@yeyet Anandan semoga msh percaya adanya Tuhan jg yak ðŸ˜‚ðŸ˜‚
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uR_wZanJw4	andre miraz	@Sri Mlyn yg tidur sambil ngelindur tuch yg deklarasi jd presiden pdhal hasilnya belom keluar ðŸ¤£ðŸ¤£
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uRcOzxQqFX	Muhardi Kharisma	@sri mulyani.. Sadarlah sdri itu sdh terdoktrin shg sdri hilang cara berpikir yang logis dan irasional...
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uRj8yhxAlk	Andri Piliang	cocok lah kita bubar kayak yg lu bilang...gua juga bosan liat orang jawa mulu presidennya.. biar jokowi sama prabowo buat lu aja..
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uRlFe6TwKY	brahmantya ardhimas	Mereka hanya percaya habib rizieq
UgwmGnSASSK52OPEFeh4AaABAg.8uQt59Xfn0m8uRnpq5guyW	heri cahyo	@Sri Mlyn waduh kok kebalik ya menurut saya justru yg sedang tidur asyik bermimpi dan jga tdk melihat dan mendengar fakta yg ada itu kamu sendiri...
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxhYd3Q31myeJR4F7V4AaABAg.8uQsKCJIbhe8uRIRRPZZVI	Sri Mlyn	Chris Setyanwar apa adanya lebih baik drpd penipu ..bungkus beda dgn isinya ..
UgxhYd3Q31myeJR4F7V4AaABAg.8uQsKCJIbhe8uRIyjl4L8Z	Chris Setyanwar	@Sri Mlyn iya Bu, Sri Mulyani.ðŸ˜ŠðŸ‘
UgxhYd3Q31myeJR4F7V4AaABAg.8uQsKCJIbhe8uRPCySxPsd	Sri Mlyn	Chris Setyanwar ketularan pk anis lebih baik drpd ketularan adian NAUDZUBILLAHIMINDZALIK...di dunia jd pemburu bangkai di akhirat ..jd kayu bakar...
UgxhYd3Q31myeJR4F7V4AaABAg.8uQsKCJIbhe8uRWGJYIg0V	Febryan Gie	@Sri Mlyn wiss canggih,,,akhirat pun bisa anda pesan,,,,
UgxhYd3Q31myeJR4F7V4AaABAg.8uQsKCJIbhe8uRaOMkiGvN	andre miraz	@Sri Mlyn bs booking 2 kavling di akherat yg ada kolam renangnya dech klo bs ðŸ¤£ðŸ¤£ðŸ¤£
UgxhYd3Q31myeJR4F7V4AaABAg.8uQsKCJIbhe8uSNDKybjKE	Chris Setyanwar	@Sri Mlyn btw, saya lebih suka Adian Napitupulu, Budiman Sudjatmiko dkk.
		
		
		
		
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRLD0Dh8S1	Sri Mlyn	Mpee Rasta107 org suka mancing emosi itu jahannam tmptnya...lebih syahdu klo km menemani mereka  di alam sana.... di kasih hati ma akal gk di pakai...makanya demen ngejek yg sean dan lengket ma penyekutu Alloh SWT NAUDZUBILAHIMINDZALIK...umat akhir zaman ...
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRLbnDCgdY	Mpee Rasta107	gimana dgn org yg suka marah2
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRLhm678kq	Mpee Rasta107	silahkan kamu ajh yg ke jahanam â˜º
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRMPb6vx5e	Agnes Dian Fortuna	@Sri Mlyn ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRNjeu40BV	Sri Mlyn	Mpee Rasta107 makanya merapat ma ulama biar tdk sesat...dan tdk bnyk tanya ...
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uROZP4HejL	Mpee Rasta107	alhamdulillah org2 disekitar saya org baik â˜º akhlanya juga baik ðŸ™‚
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRPb0h_q3C	Heru Scarlett	@Sri Mlyn ulama yg ditv aja kayak gt gimana mau jd contoh ? Gua mah percaya pada allah , dekatkn dri pada allah , mndalami kitab suci alquran ...gak perlu melihat ulama sbgai patokan
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRTmdfMW0O	B.O.D MOBA	@Sri Mlyn ulama mana?
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRXBhIBmp_	Febryan Gie	@Sri Mlyn ,,pesan surga dong,yang di dalmnya ada om wowo
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRc5GJpM20	Ega Maulana	@Sri Mlyn ulAma yg kya gmn dlu,,kya dus nur lbih baik w bljar ngaji am guru tk..ulama sprti dus nur z d kagumi
Ugx6OWfIXSN_xNITRFd4AaABAg.8uQrs50ClHb8uRcZFbejoz	anina layla	@Sri Mlyn kalau mancing kerusuhan jaminan masuk surga?
		
		
		
		
		
		
		
		
		
		
		
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uR7OZ0LXVI	Shena Worldwide	Up
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uRMlTo9EY-	ancha afa	Up
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uRN6T4bHfH	boo	up
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uRW_I9hWm5	Andy Nugroho	Comment anda sungguh cerdas
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uRbO31v6VG	Dimas Erandy	Up
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uRbPWPac7e	Eilien Levina santoso	bantu up
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uRhY-NZwa-	Matew apuesto	Up
UgwO5naKMTw9d8C-M1t4AaABAg.8uQr6tLPl8V8uV9pQOuYWr	Try Andrian	Jangan lupa satu lagi bro, bawa saksi palsu wkwkwkwk
		
UgyrkFwXXFedXZO_PIZ4AaABAg.8uQr6Hi5Mjb8uQr9CGOpbD	Andrie Haryono	ðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜€ðŸ˜€
		
		
		
		
		
		
		
		
		
		
		
Ugz9k1d-898_WOIl8rN4AaABAg.8uQqXYAOvro8uRIseoHDJT	Sri Mlyn	Bobmaster Master kluargamu  ada yg begitu ya... pantes saja...
Ugz9k1d-898_WOIl8rN4AaABAg.8uQqXYAOvro8uS3O2rS-US	Bobmaster Master	@Sri Mlyn ini benar terjadi.ketika umr sy 8 thn n sy masih tnggl di indonesia.  Skrng sy masih warganegara indonesia walau sy sdh 36 tnggl di luar indonesia..tq
		
		
		
		
		
		
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRD1mjaJDo	Joker Abang	siap presiden,saya ikutðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRDBiqADwT	Joker Abang	Ciap pleciden,caya icutðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRMQzqOaty	Sri Mlyn	"Rosid Production ejek trus...pk prabowo beruntung ada bnyk manusia"" budiman yg suka rela mau mengurangi dosa"" pk prabowo ...ejek trus pengaruhi temenmu utk ngejek ...semakin kau ejek pk prabowo berguguran dosanya...."
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRSJvFmgEx	andi setiyawan	@Sri Mlyn buruan ada 100 m tu + klo bener bisa beneran jadi presiden loh,..
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRTTfNOEF-	Amin Udin	"Tak susah untuk mencari ke curang an pemilu atau KPU kau lihat aja di YouTube banyak x  kalo liat di tv ya tak ada 
Contoh kecil KPU sering salah input data dan jg Uda d akui KPU ."
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRUjlO8V9U	Pipit Pitriasari	Sri Mulyani iya bener dosa pak jokowi juga luntur gara-gara digosipin yg ga2 terus ðŸ˜Š
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRUuVl3dMA	Star Phone	@Amin Udin youtube lagi youtube lagi,,, jadi ustad belajarnya dari youtube hasilnya jg gak bener,salah kaprah
UgzWSJVkDrtGWaqSdlt4AaABAg.8uQqDvQOGce8uRW9nKFivY	Vian Ahmad	"Saya ngeliatin aja sambil makan kuaci. ðŸ¤£ðŸ¤£ðŸ¤£ Gara"" politik jd gila semua."
		
		
		
		
		
		
		
		
UgzA2QjpQwY1xT0U2YJ4AaABAg.8uQpkED3gn78uRYbBXQyLF	laila style	Mawex Kahap wkwkwkwkkwkwkkkkk
UgzA2QjpQwY1xT0U2YJ4AaABAg.8uQpkED3gn78uRbQIztZki	Agustin Ayu Lestari	NgakakðŸ˜‚
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxKvrbDHbtulnfWezp4AaABAg.8uQmSLI3ttS8uQzxf3d6VX	Danefan Andra	Embeeeekkkkkk
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxIqjVlB0PUf6vu3nh4AaABAg.8uQiT_4Trh28uRIjKTxkZJ	Sri Mlyn	shbt Maya yg di tendang itu para pengkhianat bangsa... klo rakyatnya pasti di sayank...
UgxIqjVlB0PUf6vu3nh4AaABAg.8uQiT_4Trh28uRNkdYvTsN	cenel geming menang gipeway terus	Yg gak nurut auto ilang di talan bumi ðŸ˜‚
UgxIqjVlB0PUf6vu3nh4AaABAg.8uQiT_4Trh28uROUOqJhH4	Rony AG	"Sri Mulyani Rakyat di sayang?
Istrinya aja gk di sayang sampe ceraiðŸ¤£"
UgxIqjVlB0PUf6vu3nh4AaABAg.8uQiT_4Trh28uRWTCbNO-y	Febryan Gie	@Rony AG iya juga yh bro,,,klau sayang mah,,,berawal dari hak pribadi dulu yh,,,,,,,
UgxIqjVlB0PUf6vu3nh4AaABAg.8uQiT_4Trh28uRXKKZJSe-	Nurochmah Pratiwi	"Kalo ga nurut langsung di misuhin ""dasar lutung"" ""Dasar kambing"" ""Pergi sana ke antartika"" ðŸ˜‚"
UgxIqjVlB0PUf6vu3nh4AaABAg.8uQiT_4Trh28uResxMwHFZ	Rony AG	Febryan Gie Makanya... susah bro main logika sama kampretðŸ˜“ðŸ¤£
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxDvUA_jfxKC2PsePB4AaABAg.8uQhBOzc-in8uQxp2bQ52i	Keke Elly Bunga	Sabu juga ðŸ¤£
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxHJuoeLIkc87G27zx4AaABAg.8uQggz8lG928uRT2A0JoGN	Sri Mlyn	cin tha justru jubir 01 itu yg kayak preman gk punya etika...
UgxHJuoeLIkc87G27zx4AaABAg.8uQggz8lG928uRT6xdy36t	Sri Mlyn	cin tha prabowo lebih baik dan lebih mnfaat hdpnya drpd km sekedar jd penghujat gk mnfaati ...
UgxHJuoeLIkc87G27zx4AaABAg.8uQggz8lG928uSD4bsNqR_	cin tha	"@Sri Mlyn nyatanya jagoan lo keok mulu
Mau protes kemana
Mau people power segede apa ngga bakal ngaruh pret keok ya keok lols
Muka tembok kalah kok deklarasi mulu."
UgxHJuoeLIkc87G27zx4AaABAg.8uQggz8lG928uSD8TaH-LJ	cin tha	@Sri Mlyn lebih keliatan 02 yang arogan bin lols
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uR1aZK6r1B	Kimi Kinong	Yess bang Adian udah operasi gigi piranha nya belum ya???
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uR2rB745Qr	Dwi eny	Egi bukan tandingane adian
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uR3-huGXjJ	jamik satria	Kok mantep sama orang yang gagal nyaleg uang dah banyak abis terus sakit hati karena kalah nyaleg, #wkwkwkw #gilelundro
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uR3aPPT5Mt	Jenny	Kimi Kinong  semoga anakmu dan keturunanmu semua bergigi piranha aminnnn
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uR54o7A3id	Muhammad Andrean Pertama	Wkwkww ngakak gw
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uREJ1QLyR9	Bo Cil	@Dwi eny gk kebalik tach
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uRGBTvONgf	Rivaldi Lumban	@Kimi Kinong ngaca dulu prett,dah gimana udh sempurna belum kau ktl.
UgxfL-PdRHs4TeNvwbJ4AaABAg.8uQf2XBd3jP8uRL2Ytg5x-	fransisco caisar	@Kimi Kinong kimak
		
		
		
		
		
		
		
		
		
UgxCiVvXeetUCVGRWlR4AaABAg.8uQek4yKLc98uQzK3xq9pC	ngengat jaok	Daripada tkg utang ..membangun trs di jual k cina..
UgxCiVvXeetUCVGRWlR4AaABAg.8uQek4yKLc98uR-Pl5l4cz	vania lovers	@ngengat jaok ..di dunia/alam semesta mau pun d'akhirat,tdk ada orang yg tdk mnpunyai hutang.
UgxCiVvXeetUCVGRWlR4AaABAg.8uQek4yKLc98uR05Q28HZ3	ngengat jaok	@vania lovers makanya sebelum bengkak ....hentikan rkyt kecil jdi korban..
UgxCiVvXeetUCVGRWlR4AaABAg.8uQek4yKLc98uR19M1Cf_L	vania lovers	@ngengat jaok..ngomong sendiri sna sma bpk persiden jokowi
UgxCiVvXeetUCVGRWlR4AaABAg.8uQek4yKLc98uR2sTZOTO4	ngengat jaok	@vania lovers km yg dekat sana.. Ak kan rakyat jelata
		
		
		
		
		
		
		
UgzXi9aVxWMxH9N1Dht4AaABAg.8uQeHVG7udS8uRSoRxaYNX	Seto Catur	Sarah Amelya saya juga hehe
		
		
		
		
UgybL59nfQkYFvkV_MF4AaABAg.8uQeAtZReQs8uQtURvdKnN	Nyaman Ringin	Hahha
UgybL59nfQkYFvkV_MF4AaABAg.8uQeAtZReQs8uQxeZStgSh	Sie Anie	Dia tidak menyadari
UgybL59nfQkYFvkV_MF4AaABAg.8uQeAtZReQs8uRMVpcS55e	sapu jagad	Mungkin mereka ingin menang dengan cara memaksa
UgybL59nfQkYFvkV_MF4AaABAg.8uQeAtZReQs8uRRA_04Q6I	Kayan Cloud	Pintar sekali sampai melebihi YANG MAHA KUASA
		
		
		
		
Ugyf8r45_cr0JFIycmh4AaABAg.8uQe-UM09k-8uQzrjcwlVN	Danefan Andra	Maklum kubu embeeeekkk
		
		
		
		
UgwMhs8RUNKeJ3BDZ6V4AaABAg.8uQdfN-8KLT8uQi3F7rtrS	Gunadi Gunadi	Mbeeeekkkk
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgzX5wHjlQe41k9FI0Z4AaABAg.8uQclZ-C5w78uQiSCU9iZu	galaxy galaxy	Apanya yg fitnah jelas gun romli ada jejakny bilang nabi mohammad bukan orang suci...dasar junjungan ama anak buah podo culase
UgzX5wHjlQe41k9FI0Z4AaABAg.8uQclZ-C5w78uQrisIz0vJ	Generson Bryantheart	@galaxy galaxy sumbernya ya dari facebook dan twitter kalian sendiri. edit dan potong video, terus dikasih tulisan dan judul yg bombastis. yg bodoh kaya kalian ya ketipu
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uQqAkBd0Wc	Puji 94	Kurang setuju kalo kambing soalnya kambing lebih terhormat kan bisa buat aqiqah sedangkan menurutku lebih cocok kampret / kelelawar yg lebih cenderung ke jelmaan setan / iblisðŸ˜‚
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uQqpcT-J29	Roben oye	Biasa lagi cari pelampiasan supaya stress hilang kalau tdk dikeluarkan bisa struk apa istri tidak ada l
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uQsDBHdOKW	Orang Bijak	"@Roben oye ultah beliau kapan? 
Jangan lupa dikasih hadiah boneka sex ajaaa..."
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uR1GWbXzMb	Fajar Nurpratiwi	Mas...kasian dunks...kambing disama2in sama prabowo.
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRAs_kMUxV	Orang Bijak	@Fajar Nurpratiwi trusss... Hewan apa kira2 yang paling pantes kita sama2in dgn si wowo genderuwo yang gejala sakit jiwa delusi megalomania-nya semakin kumat setelah tahu dia kalah lagi dari pak Jokowi? hehehehe...
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRB_8tD5f_	Fajar Nurpratiwi	@Orang Bijak Ga ada. Kasian hewannya... pasti marah disama2innn
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRCci4Jl9s	lusy Mulyawati	Knp kalian sejulid itu sm org yg bahkan kalian gak kenal dekat ? Apa gak takut smw komentar julid itu berbalik sm diri kalian sndri ? Sesuka situ mau nyoblos siapalah, mau ngangkat derajat siapalah, minimal nggak gausah jelek2in org lah, kalau yg dijelek2in dijulidin dimaki itu anak situ atau keluarga dekat situ, enggan ga liatnya ? Suka ga liatnya keluarga sndri digituin ? Emg kalian udah pny apa smpe merasa pantas ngehina org yg minimal pny rasa nasionalis buat perjuangin negara ini, situ pny apa pernah apa ajaa situ oke haa ? Jadilah rakyat yg santun bukan asal opini sontoloyo bw2 bacutan kotoran seakan ngajak org2 kontribusi jd hater kyk situ.. salam jari ten*ah buat rakyat yg gapunya akal dlm menari jari dikeyboard komentar. Merinding dangdut sy baca kolom komentar, gatahan pengen perang saudara aja sekalian.
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRD2V8YsKE	Hasyim Blink	Lu bajingan congek setuju ka ga lu
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRDIxifODJ	Supri Yanto	Anda benar kayak pasukannya kalo lapar teriak2 kalao kenyang anteng kayak kena nasi bungkus
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRDi9Thp6x	lusy Mulyawati	Thumbs down for this comment even it unseens.
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uREJAJF_Kx	fcfc fouzy	"Jokowi tuh yg kambing
Presiden plangak plongok
Boneka lagi"
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uREb93sZJM	GARUDA HITAM	@fcfc fouzy elu congeknya
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRF1avxiUc	penghianat ae	@fcfc fouzy elu anjingnya
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRHpOgX-w3	Iwan Ridwan	@lusy Mulyawati BENAR ......salam #02 priode, #2019 ganti wapres .....SETUJU NDAK?
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRLfF4LnT8	iman firmansyah	Apa kambing....ciapp pleciden Hambalang,
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRMwMd4RJP	lusy Mulyawati	Saya berada dipihak dmn Seharusnya sy percaya pd presiden, spt kata bpk Novel Basweda.. tp gimanaa ? Lalu kasusnya pun makin terpuruk dg lanjut 2 periode.
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRMxQA4nii	firman syah	@Iwan Ridwan emang bisa ganti wapres to' ? ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRNVmukX_8	Iwan Ridwan	@firman syah iyo cuman WAPRES to kan presiden nya dua periode!
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uROa82GY2b	Urfan Kholikin 2016 100% indonesia	Awas lu screenshoot
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRObs0rtFQ	richard karamel	@Orang Bijak astaga, pake nama org bijak, tapi tidak mencerminkan anda cukup bijak, masa dikasih boneka sex mang masih bisa apa dia ? wkwkwkwkwkwkwkkw
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uROk9NKb05	Orang Bijak	"@lusy Mulyawati jangan banyak bacot... Kalian itu semuanya tetap saja jadi kampret kontoloyo, eh maaf sontoloyo... Ayo sujud syukur deh biar gak baper... Hahahaha... Ciap pleciden sinting !!!

Kampret tetap daja kampret, hahaha..."
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRP-Mex6vO	Muhamad Galum	Egi itu mang siapa ya , sy kaga kenal ,sy lebih kenal andian
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRP1LoSgRa	Orang Bijak	@Supri Yanto ayo jangan malu... Ambil nasi bungkusnya sono...
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRP8N5Ys9Q	Muhamad Galum	Laporin aja Egi tu emang siapa dia ya rakyat ga tau ,,siapa dia ,,
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRPGMYDjkV	Orang Bijak	@fcfc fouzy Salam Optimis  Indonesia Maju !!!
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRPTm1oV-Y	Orang Bijak	@Iwan Ridwan yessss... Anda sangat cerdas... Ganti Wapres, dari pak Jusuf Kalla ke KH. Ma'ruf Amin...
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRPXxRtPpS	Orang Bijak	@lusy Mulyawatisudahlah pret... Jangan banyak cingcong lo...!!!
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRPbQFO1YQ	Orang Bijak	@Iwan Ridwan otak kampret tetap saja dungu bro...
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRPpU5ICzB	Orang Bijak	@richard karamel oh iya lupa... Si dia udah gak punya pistol ya?! Hihihihi...
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRQQPKmLJK	richard karamel	@Orang Bijak hihi, keliatan kebijakan anda sudah kembali wkwkwkwkwk
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRRBmYubGX	fcfc fouzy	"Lah kn emng bnr
Jokowi presiden boneka
Yg di suruh sna sni
Kn di ga pny partai plangak plongokðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£"
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRR_QGwxDq	Orang Bijak	@richard karamel hushhhh... Jangan kompor lo... Ntar kayak Yusuf Martabak, baru nyaho lo...!!!
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRSYTAY26g	lusy Mulyawati	@Orang Bijakbisa gak nulis bhs yg alus bung ? sangat gak mencerminkan nickname yg ente pake, motoran jg gapake spion org gembel nurani gini ma adudud kacoo njir,, mau jd apa generasi penerus bangsa dibawah umur baca bacutan gembel gemes ente ? Sy gemay bacanya nih bung, bung, bung karnogagalngebijakjakjakunludoankgedegaban rejarilocacat,, pengen jewer trs gw teriakin tuh dpn conge ente, Ngaca Bung situ ok ? Diatas itu opini ane, cincong ente yg gak mutu njay
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRYeCDyzqB	lusy Mulyawati	Any commentss ? Gaada lagi yg mau nambahin komentar jullids yah pdhl sy siyaap sediaa nedengin nih versus debat kuyynyukkunyuk selagi gabutz
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRa5KePXOl	lusy Mulyawati	@Orang Bijak heh org bijak2an sawah gundul ente ma bsnya ladenin adu bacut doangan otak isinya belatungan udang kabeh :v
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uRdC0l-xgG	Orang Bijak	"Helooowww kampret @lusy Mulyawati ...
Sudah minum obat?"
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858uS_Ai-gDnu	lusy Mulyawati	Perang saudara sekalipun nanti sebab dr pemilu ini, sy turun. Hasrat sy memerangi mulut dan jari jahanam macem ente sdh memuncak say. Ini br perang bacot, bukan perang yg sesungguhnya say. Sy bener2 menginginkan perang badar terjadi, biar pertanggungjawabkan dihadapan-Nya kata2 yg ente lontarin setelah gugur dlm perang.
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858vH1vova7C-	rany rovelly	ðŸ™†
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858vJ81raPyiM	ibnupurwoko _	Semua olok olok  akan kembali pada pemiliknya.dan jika berlanjut dosanya akan mengalir bagi yng pertama meng olok2
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858vlDBJRxlvY	Saiful Bahri	Sesama hewan tidak boleh menghujat....dosa juga kan??
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858vpT52dFgXX	Hamid Udin	@Iwan Ridwan TDK setuju
Ugzdis-LUdOnDM631w54AaABAg.8uQbV3hOz858vpehR_PRd_	Iwan Ridwan	@Hamid Udin harus setuju lah 02 PERIODE udah jelas hasil nya dari KPU pakde yang menang!
		
		
		
		
		
		
		
		
		
		
		
		
		
		
UgyInPrOswYmI8wuAHR4AaABAg.8uQb9Zd2Hj-8uQxPCsi5v_	Afriza Visco	savage burn burn burn
UgyInPrOswYmI8wuAHR4AaABAg.8uQb9Zd2Hj-8uQyOqfc2bu	Oppo F3	Hahaha...arif kejebak mulu..ðŸ˜†
UgyInPrOswYmI8wuAHR4AaABAg.8uQb9Zd2Hj-8uR5zd965Ms	faiz ain	wipe out!!!
UgyInPrOswYmI8wuAHR4AaABAg.8uQb9Zd2Hj-8uR6Z4VNaaC	riyadi yadi	ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
UgyInPrOswYmI8wuAHR4AaABAg.8uQb9Zd2Hj-8uR7-iEY6_B	Bonjo	"Yup memank slalu bgitu taktiknya, waktu lawannya bilank A lalu ditengking dengan A maka lawannya langsung pindah ke B. Terus begitu di tengking ke B lawannya langsung pindah ke A. ketika ngomong di konteks kubu lawan udah mengklaim menang, lalu di tengking dengan ""tau-tau kalah"", si lawan langsung lari ke ""kan blum ada pengumuman resmi KPU"". Terus begitu ditengking ""ayo kita tunggu dulu hasil resmi KPU"", si lawan langsung pindah ke ""kan terjadi kecurangan2 lalu kita sudah hitung sendiri dan terbukti bahwa kita menang"".


Lalu lawannya masih ngaku2 berjalan dengan jalan yang sangat konstitusional, tapi tidak menghargai dan melangkahi hasil kerja KPU."
